"","identifier","datestamp","setSpec","setSpec.1","setSpec.2","setSpec.3","setSpec.4","setSpec.5","title","creator","creator.1","creator.2","creator.3","subject","description","description.1","date","type","type.1","identifier.4","source","identifier.1","identifier.2","identifier.3","language","rights","format","format.1","creator.4","creator.5","creator.6","creator.7","creator.8","creator.9","subject.1","subject.2","subject.3","subject.4","subject.5","subject.6","format.2","setSpec.6","setSpec.7","creator.10","title.1","creator.11","creator.12","creator.13","creator.14","creator.15","creator.16","creator.17","creator.18","creator.19","creator.20","creator.21","creator.22","creator.23","creator.24","creator.25","creator.26","creator.27","creator.28","creator.29","creator.30","creator.31","creator.32","creator.33","creator.34","creator.35","creator.36","creator.37","creator.38","creator.39","creator.40","creator.41","creator.42","creator.43","creator.44","creator.45","creator.46","creator.47","creator.48","creator.49","creator.50","creator.51","creator.52","creator.53","creator.54","creator.55","creator.56","creator.57","creator.58","creator.59","creator.60","creator.61","creator.62","creator.63","creator.64","creator.65","creator.66","creator.67","creator.68","creator.69","creator.70","creator.71","creator.72","creator.73","creator.74","creator.75","creator.76","creator.77","creator.78","creator.79","creator.80","creator.81","subject.7","subject.8","subject.9","subject.10","subject.11","subject.12","subject.13","subject.14","subject.15","subject.16","subject.17","subject.18","subject.19","subject.20","subject.21","subject.22","subject.23","subject.24","subject.25","subject.26"
"82","oai:kops.uni-konstanz.de:123456789/31279","2018-05-31T18:02:48Z","com_123456789_15","com_123456789_17","col_123456789_46","col_123456789_52","doc-type:article","doc-type:Text","Forecasting Covariance Matrices : A Mixed Approach","Halbleib, Roxana","Voev, Valeri",NA,NA,"ddc:330","In this article, we introduce a new method of forecasting large-dimensional covariance matrices by exploiting the theoretical and empirical potential of mixing forecasts derived from different information sets. The main theoretical contribution of the article is to find the conditions under which a mixed approach (MA) provides a smaller mean squared forecast error than a standard one. The conditions are general and do not rely on distributional assumptions of the forecasting errors or on any particular model specification. The empirical contribution of the article regards a comprehensive comparative exercise of the new approach against standard ones when forecasting the covariance matrix of a portfolio of thirty stocks. The implemented MA uses volatility forecasts computed from high-frequency-based models and correlation forecasts using realized-volatility-adjusted dynamic conditional correlation models. The MA always outperforms the standard methods computed from daily returns and performs equally well to the ones using high-frequency-based specifications, however at a lower computational cost.",NA,"2016","doc-type:article","doc-type:Text",NA,"Journal of Financial Econometrics ; 14 (2016), 2. - S. 383-417. - ISSN 1479-8409. - eISSN 1479-8417","469314893","http://dx.doi.org/10.1093/jjfinec/nbu031","http://nbn-resolving.de/urn:nbn:de:bsz:352-0-295366","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"open_access","ddc:330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","oai:kops.uni-konstanz.de:123456789/17011","2018-05-17T11:53:47Z","com_123456789_12","col_123456789_43","doc-type:article","ddc:150","doc-type:Text","open_access","Breaking habits with implementation intentions : A test of underlying processes","Adriaanse, Marieke A.","Gollwitzer, Peter","Ridder, Denise De","de Wit, John B. F.","ddc:150","Implementation intentions specifying the replacement of a habitual response with an alternative response in a critical situation can overrule habits. In three experiments the cognitive effects of such counterhabitual implementation intentions were investigated. Results showed that implementation intentions eliminated the cognitive advantage of the habitual means in the “horse race” with the alternative response. That is, in the control condition, the habitual means was more accessible than the alternative means on encountering the critical situation, but this was no longer the case when implementation intentions were formulated. However, the cognitive advantage of the habitual means was not immediately replaced by an automatic activation of the alternative means. This suggests that formulating counterhabitual implementation intentions increases individuals’ flexibility to choose which behavior to perform in the critical situation but that actual behavior will depart from their habits only to the extent that individuals have strong alternative goal intentions.",NA,"2011","doc-type:article","doc-type:Text","http://nbn-resolving.de/urn:nbn:de:bsz:352-170113","Personality and Social Psychology Bulletin ; 37 (2011), 4. - S. 502-513. - ISSN 0146-1672. - eISSN 1552-7433","356146227","http://dx.doi.org/10.1177/0146167211399102","21317315","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf","Kroese, Floor M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","oai:kops.uni-konstanz.de:123456789/39133","2018-05-15T11:49:02Z","com_123456789_1","col_123456789_28","doc-type:article","doc-type:Text","open_access","ddc:570","Investigation into experimental toxicological properties of plant protection products having a potential link to Parkinson's disease and childhood leukaemia","Ockleford, Colin","Adriaanse, Paulien","Berny, Philippe","Brock, Theodorus","ddc:570","In 2013, EFSA published a literature review on epidemiological studies linking exposure to pesticides and human health outcome. As a follow up, the EFSA Panel on Plant Protection Products and their residues (PPR Panel) was requested to investigate the plausible involvement of pesticide exposure as a risk factor for Parkinson's disease (PD) and childhood leukaemia (CHL). A systematic literature review on PD and CHL and mode of actions for pesticides was published by EFSA in 2016 and used as background documentation. The Panel used the Adverse Outcome Pathway (AOP) conceptual framework to define the biological plausibility in relation to epidemiological studies by means of identification of specific symptoms of the diseases as AO. The AOP combines multiple information and provides knowledge of biological pathways, highlights species differences and similarities, identifies research needs and supports regulatory decisions. In this context, the AOP approach could help in organising the available experimental knowledge to assess biological plausibility by describing the link between a molecular initiating event (MIE) and the AO through a series of biologically plausible and essential key events (KEs). As the AOP is chemically agnostic, tool chemical compounds were selected to empirically support the response and temporal concordance of the key event relationships (KERs). Three qualitative and one putative AOP were developed by the Panel using the results obtained. The Panel supports the use of the AOP framework to scientifically and transparently explore the biological plausibility of the association between pesticide exposure and human health outcomes, identify data gaps, define a tailored testing strategy and suggests an AOP's informed Integrated Approach for Testing and Assessment (IATA).","published","2017-03-16","doc-type:article","doc-type:Text",NA,"EFSA Journal ; 15 (2017), 3. - e04691. - eISSN 1831-4732","48947232X","http://dx.doi.org/10.2903/j.efsa.2017.4691","http://nbn-resolving.de/urn:nbn:de:bsz:352-0-407997","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf","Duquesne, Sabine","Grilli, Sandro","Hernandez-Jerez, Antonio F","Bennekou, Susanne Hougaard","Klein, Michael","Leist, Marcel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","oai:kops.uni-konstanz.de:123456789/42449","2018-05-31T01:14:58Z","com_123456789_14","col_123456789_45","doc-type:article","ddc:400","doc-type:Text","open_access","The acquisition of verbal paradigms in Dutch and Greek L2 children : Cross-linguistic differences and inflectional defaults","Blom, Elma","Chondrogianni, Vasiliki","Marinis, Theodoros","Vasić, Nada","Child second language, Dutch, Greek, inflection, default, underspecification","Previous research with children learning a second language (L2) has reported errors with verb inflection and cross-linguistic variation in accuracy and error patterns. However, owing to the cross-linguistic complexity and diversity of different verbal paradigms, the cross-linguistic effects on the nature of default forms has not been directly addressed in L2 acquisition studies. In the present study, we compared accuracy and error patterns in verbal agreement inflections in L2 children acquiring Dutch and Greek, keeping the children’s L1 constant (Turkish). Results showed that inflectional defaults in Greek follow universal predictions regarding the morphological underspecification of paradigms. However, the same universal predictions do not apply to the same extent to Dutch. It is argued that phonological properties of inflected forms should be taken into account to explain cross-linguistic differences in the acquisition of inflection. By systematically comparing patterns in child L2 Dutch and Greek, this study shows how universal mechanisms and target language properties work in tandem in the acquisition of inflectional paradigms.","published","2016","doc-type:article","doc-type:Text",NA,"International Journal of Bilingualism ; 20 (2016), 4. - S. 386-402. - ISSN 1367-0069. - eISSN 1756-6878","505803135","http://dx.doi.org/10.1177/1367006915609237","http://nbn-resolving.de/urn:nbn:de:bsz:352-2-prgyzt128syj7","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf",NA,NA,NA,NA,NA,NA,"ddc:400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","oai:kops.uni-konstanz.de:123456789/35664","2018-05-15T12:01:58Z","com_123456789_1","col_123456789_28","doc-type:article","doc-type:Text","open_access","ddc:570","Global analysis of publicly available safety data for 9,801 substances registered under REACH from 2008-2014","Luechtefeld, Thomas","Maertens, Alexandra","Russo, Daniel P.","Rovida, Costanza","ddc:570","The European Chemicals Agency (ECHA) warehouses the largest public dataset of in vivo and in vitro toxicity tests. In December 2014 this data was converted into a structured, machine readable and searchable database using linguistic search engines. It contains data for 9,801 unique substances, 3,609 unique study descriptions and 816,048 study documents.This allows exploring toxicological data on a scale far larger than previously available. Substance similarity analysis was used to determine clustering of substances for hazards by mapping to PubChem. Similarity was measured using PubChem 2D conformational substructure fingerprints, which were compared via the Tanimoto metric. Following K-Core filtration, the Blondel et al.(2008) module recognition algorithm was used to identify chemical modules showing clusters of substances in use within the chemical universe. Global Harmonized System of Classification and Labelling provides a valuable information source for hazard analysis. The most prevalent hazards are H317 ""May cause an allergic skin reaction"" with 20% and H318 ""Causes serious eye damage"" with 17% positive substances. Such prevalences obtained for all hazards here are key for the design of integrated testing strategies. The data allowed estimation of animal use. ECHA cover about 20% of substances in the high-throughput biological assay database Tox21 (1,737 substances) and have a 917 substance overlap with the Comparative Toxicogenomics Database (~7% of CTD). The biological data available in these datasets combined with ECHA in vivo endpoints have enormous modeling potential. A case is made that REACH should systematically open regulatory data for research purposes.","published","2016","doc-type:article","doc-type:Text","http://nbn-resolving.de/urn:nbn:de:bsz:352-0-365898","Alternatives to Animal Experimentation : ALTEX ; 33 (2016), 2. - S. 95-109. - ISSN 0946-7785. - eISSN 1868-8551","478310749","http://dx.doi.org/10.14573/altex.1510052","26863090","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf","Zhu, Hao","Hartung, Thomas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","oai:kops.uni-konstanz.de:123456789/28326","2018-05-04T07:08:34Z","com_123456789_1","col_123456789_28","doc-type:article","doc-type:Text","open_access","ddc:570","Investigations into the auto-FAT10ylation of the bispecific E2 conjugating enzyme UBA6-specific E2 enzyme 1","Aichem, Annette","Catone, Nicola","Gröttrup, Marcus",NA,"FAT10","The cytokine-inducible ubiquitin-like modifier HLA-F adjacent transcript 10 (FAT10) targets its substrates for degradation by the proteasome. FAT10 is conjugated to its substrates via the bispecific, ubiquitin-activating and FAT10-activating enzyme UBA6, the likewise bispecific conjugating enzyme UBA6-specific E2 enzyme 1 (USE1), and possibly E3 ligases. By MS analysis, we found that USE1 undergoes self-FAT10ylation in cis, mainly at Lys323. Mutation of Lys323 to an arginine did not abolish auto-FAT10ylation of USE1, but every other lysine could instead be modified with FAT10. Similarly to bulk FAT10 substrates, FAT10ylation of USE1 accelerated its proteasomal degradation. Interestingly, the USE1–FAT10 conjugate continued to be an active E2 enzyme, because both FAT10 and ubiquitin could still be thioester-linked to the USE1–FAT10 conjugate. We therefore suggest that the major function of USE1 auto-FAT10ylation is to serve as a negative feedback mechanism to limit the conjugation of FAT10 upon its cytokine-mediated induction by reducing the amount of USE1 through proteasomal degradation of the USE1–FAT10 conjugate.",NA,"2014","doc-type:article","doc-type:Text","http://nbn-resolving.de/urn:nbn:de:bsz:352-283267","FEBS Journal ; 281 (2014), 7. - S. 1848-1859. - ISSN 1742-464X. - eISSN 1742-4658","495373370","http://dx.doi.org/10.1111/febs.12745","24528925","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf",NA,NA,NA,NA,NA,NA,"proteasome","UBA6-specific E2 enzyme 1 (USE1)","ddc:570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","oai:kops.uni-konstanz.de:123456789/36725","2018-05-09T15:02:42Z","com_123456789_1","col_123456789_28","doc-type:article","doc-type:Text","open_access","ddc:570","In vitro acute and developmental neurotoxicity screening : an overview of cellular platforms and high-throughput technical possibilities","Schmidt, Béla Z","Lehmann, Martin","Gutbier, Simon","Nembo, Erastus","ddc:570","Neurotoxicity and developmental neurotoxicity are important issues of chemical hazard assessment. Since the interpretation of animal data and their extrapolation to man is challenging, and the amount of substances with information gaps exceeds present animal testing capacities, there is a big demand for in vitro tests to provide initial information and to prioritize for further evaluation. During the last decade, many in vitro tests emerged. These are based on animal cells, human tumour cell lines, primary cells, immortalized cell lines, embryonic stem cells, or induced pluripotent stem cells. They differ in their read-outs and range from simple viability assays to complex functional endpoints such as neural crest cell migration. Monitoring of toxicological effects on differentiation often requires multiomics approaches, while the acute disturbance of neuronal functions may be analysed by assessing electrophysiological features. Extrapolation from in vitro data to humans requires a deep understanding of the test system biology, of the endpoints used, and of the applicability domains of the tests. Moreover, it is important that these be combined in the right way to assess toxicity. Therefore, knowledge on the advantages and disadvantages of all cellular platforms, endpoints, and analytical methods is essential when establishing in vitro test systems for different aspects of neurotoxicity. The elements of a test, and their evaluation, are discussed here in the context of comprehensive prediction of potential hazardous effects of a compound. We summarize the main cellular characteristics underlying neurotoxicity, present an overview of cellular platforms and read-out combinations assessing distinct parts of acute and developmental neurotoxicology, and highlight especially the use of stem cell-based test systems to close gaps in the available battery of tests.","published","2017","doc-type:article","doc-type:Text","http://nbn-resolving.de/urn:nbn:de:bsz:352-2-md7wkimeotrs8","Archives of toxicology ; 91 (2017), 1. - S. 1-33. - ISSN 0003-9446. - eISSN 1432-0738","497744120","http://dx.doi.org/10.1007/s00204-016-1805-9","27492622","eng",NA,"application/pdf","application/pdf","Noel, Sabrina","Smirnova, Lena","Forsby, Anna","Hescheler, Jürgen","Avci, Hasan X","Hartung, Thomas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leist, Marcel",NA,"Kobolák, Julianna","Dinnyés, András",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","oai:kops.uni-konstanz.de:123456789/9078","2018-05-17T11:38:28Z","com_123456789_10","col_123456789_41","ddc:530","doc-type:article","doc-type:Text","open_access","Ultrafast Path for Optical Magnetization Reversal via a Strongly Nonequilibrium State","Vahaplar, K.","Kalashnikova, A. M.","Kimel, A. V.","Hinzke, Denise","Spin dynamics Ultrafast path for opitcal magnetization","Using time-resolved single-shot pump-probe microscopy we unveil the mechanism and the time scale of all-optical magnetization reversal by a single circularly polarized 100 fs laser pulse. We demonstrate that the reversal has a linear character, i.e., does not involve precession but occurs via a strongly nonequilibrium state. Calculations show that the reversal time which can be achieved via this mechanism is within 10 ps for a 30 nm domain. Using two single subpicosecond laser pulses we demonstrate that for a 5 µm domain the magnetic information can be recorded and readout within 30 ps, which is the fastest  write-read  event demonstrated for magnetic recording so far.",NA,"2009","doc-type:article","doc-type:Text",NA,"Physical Review Letters ; 103 (2009). - 117201","311427472","http://dx.doi.org/10.1103/PhysRevLett.103.117201","http://nbn-resolving.de/urn:nbn:de:bsz:352-opus-86775","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf","Nowak, Ulrich","Chantrell, Roy W.","Tsukamoto, A.","Itoh, A.","Kirilyuk, A.","Rasing, Th.","ddc:530","Magnet",NA,NA,NA,NA,"application/pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","oai:kops.uni-konstanz.de:123456789/7268","2018-05-17T10:44:35Z","com_123456789_1","col_123456789_28","doc-type:article","doc-type:Text","open_access","ddc:570","Interaction of membrane-spanning proteins with peripheral and lipid-anchored membrane proteins : perspectives from protein-lipid interactions (Review)","Marsh, Derek","Horváth, László I.","Swamy, Musti. J.","Mantripragada, Sankaram","Lipid-protein interactions","Studies of lipid-protein interactions in double-reconstituted systems involving both integral and peripheral or lipid-anchored proteins are reviewed. Membranes of dimyristoyl phosphatidylglycerol containing either myelin proteolipid protein or cytochrome c oxidase were studied. The partner peripheral proteins bound to these membranes were myelin basic protein or cytochrome c, respectively. In addition, the interactions between the myelin proteolipid protein and avidin that was membraneanchored by binding to N-biotinyl phosphatidylethanolamine were studied in dimyristoyl phosphatidylcholine membranes. Steric exclusion plays a significant role when sizes of the peripheral protein and transmembrane domain of the integral protein are comparable. Even so, the effects on avidin-linked lipids are different from those induced by myelin basic protein on freely diffusible lipids, both interacting with the myelin proteolipid protein. Both the former and the cytochrome c/cytochrome oxidase couple evidence a propagation of lipid perturbation out from the intramembrane protein interface that could be a basis for formation of microdomains.",NA,"2002","doc-type:article","doc-type:Text","http://nbn-resolving.de/urn:nbn:de:bsz:352-opus-55676","Molecular Membrane Biology ; 19 (2002), 4. - S. 247-255. - ISSN 0968-7688. - eISSN 1464-5203","28109912X","http://dx.doi.org/10.1080/09687680210162419","12512771","eng","https://creativecommons.org/licenses/by-nc-nd/2.0/legalcode","application/pdf","application/pdf","Kleinschmidt, Jörg H.",NA,NA,NA,NA,NA,"spin labels","electron spin resonance","myelin proteins","cytochrome oxidase","ddc:570",NA,"application/pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","oai:kops.uni-konstanz.de:123456789/35666","2018-05-15T11:57:16Z","com_123456789_1","col_123456789_28","doc-type:article","doc-type:Text","open_access","ddc:570","Analysis of publically available skin sensitization data from REACH registrations 2008-2014","Luechtefeld, Thomas","Maertens, Alexandra","Russo, Daniel P.","Rovida, Costanza","ddc:570","The public data on skin sensitization from REACH registrations already included 19,111 studies on skin sensitization in December 2014, making it the largest repository of such data so far (1,470 substances with mouse LLNA, 2,787 with GPMT, 762 with both in vivo and in vitro and 139 with only in vitro data). 21% were classified as sensitizers. The extracted skin sensitization data was analyzed to identify relationships in skin sensitization guidelines, visualize structural relationships of sensitizers, and build models to predict sensitization. A chemical with molecular weight > 500 Da is generally considered non-sensitizing owing to low bioavailability, but 49 sensitizing chemicals with a molecular weight > 500 Da were found. A chemical similarity map was produced using PubChem's 2D Tanimoto similarity metric and Gephi force layout visualization. Nine clusters of chemicals were identified by Blondel's module recognition algorithm revealing wide module-dependent variation. Approximately 31% of mapped chemicals are Michaell's acceptors but alone this does not imply skin sensitization. A simple sensitization model using molecular weight and five ToxTree structural alerts showed a balanced accuracy of 65.8% (specificity 80.4%, sensitivity 51.4%), demonstrating that structural alerts have information value. A simple variant of k-nearest neighbors outperformed the ToxTree approach even at 75% similarity threshold (82% balanced accuracy at 0.95 threshold). At higher thresholds, the balanced accuracy increased. Lower similarity thresholds decrease sensitivity faster than specificity. This analysis scopes the landscape of chemical skin sensitization, demonstrating the value of large public datasets for health hazard prediction.","published","2016","doc-type:article","doc-type:Text","http://nbn-resolving.de/urn:nbn:de:bsz:352-0-365935","Alternatives to Animal Experimentation : ALTEX ; 33 (2016), 2. - S. 135-148. - ISSN 0946-7785. - eISSN 1868-8551","478311826","http://dx.doi.org/10.14573/altex.1510055","26863411","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf","Zhu, Hao","Hartung, Thomas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","oai:kops.uni-konstanz.de:123456789/13792","2018-05-17T11:57:04Z","com_123456789_2","col_123456789_29","doc-type:article","doc-type:Text","open_access","ddc:540","Six-Membered N-Heterocyclic Carbenes with a 1,1′-Ferrocenediyl Backbone : Bulky Ligands with Strong Electron-Donor Capacity and Unusual Non-Innocent Character","Siemeling, Ulrich","Färber, Christian","Leibold, Michael","Bruhn, Clemens","ddc:540","Abstract<br /><br />The stable, crystalline N-heterocyclic diaminocarbene fc[N(CH2tBu)-C-N(CH2tBu)] (2d, fc = 1,1′-ferrocenediyl) was prepared by deprotonation of its formamidinium precursor fc[N(CH2tBu)-CH-N(CH2tBu)][BF4] (1d) and used for the preparation of the 16 valence electron complexes [Mo(2d)(CO)4], [RhCl(2d)(cod)] (cod = 1,5-cyclooctadiene) and [RhCl(2d)(CO)2]. 1d, 2d and [RhCl(2d)(cod)] were structurally characterised by single-crystal X-ray diffraction studies. The electrochemical properties of 2d, its 2-adamantyl analogue 2c, its complex [RhCl(2d)(CO)2] and of the precursors 1d and 1,1′-bis(neopentylamino)ferrocene were investigated by electrochemistry. The carbenes are easily oxidised to the corresponding radical cation, whose persistent nature is unprecedented in the chemistry of N-heterocyclic carbenes. The spin density is located at the Fe atom and the carbene C atom according to the results of EPR spectroscopic studies and DFT calculations.",NA,"2009","doc-type:article","doc-type:Text",NA,"European Journal of Inorganic Chemistry ; 2009 (2009), 31. - S. 4607-4612. - ISSN 1434-1948","346260574","http://dx.doi.org/10.1002/ejic.200900863","http://nbn-resolving.de/urn:nbn:de:bsz:352-137928","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf","Mücke, Philipp","Winter, Rainer","Sarkar, Biprajit","von Hopffgarten, Moritz","Frenking, Gernod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
